order_item_id,order_id,plant_id,quantity,unit_price,line_subtotal,discount_amount,tax_amount,shipping_amount,estimated_margin
5850,303266,318,1,39.04,39.04,3.9,3.09,8.59,11.74
5851,303267,192,1,20.4,20.4,0.0,1.8,0.0,9.73
5852,303267,45,2,7.03,14.06,0.0,1.24,0.0,7.74
5853,303267,86,1,8.12,8.12,0.0,0.71,0.0,3.48
5854,303268,56,1,8.79,8.79,0.0,0.77,9.14,4.01
5855,303269,256,1,19.98,19.98,3.0,1.49,6.12,7.81
5856,303269,187,2,27.1,54.2,8.13,4.05,4.34,7.83
5857,303269,482,1,49.0,49.0,7.35,3.67,8.85,14.0
5858,303270,47,2,16.03,32.06,0.0,2.82,0.0,10.22
5859,303270,300,2,18.97,37.94,0.0,3.34,0.0,19.36
5860,303271,476,1,28.36,28.36,0.0,2.5,7.07,12.1
5861,303272,154,1,14.58,14.58,0.0,1.28,3.73,6.56
5862,303272,223,1,11.05,11.05,0.0,0.97,11.78,3.73
5863,303272,387,1,13.73,13.73,0.0,1.21,5.45,3.76
5864,303273,268,2,10.94,21.88,0.0,1.93,5.46,8.6
5865,303273,487,1,51.14,51.14,0.0,4.5,9.35,19.45
5866,303273,277,1,43.33,43.33,0.0,3.81,6.29,23.74
5867,303274,138,1,33.03,33.03,0.0,2.91,0.0,13.25
5868,303274,492,3,58.0,174.0,0.0,15.31,0.0,63.45
5869,303275,101,1,16.35,16.35,0.0,1.44,0.0,4.25
5870,303276,517,1,33.78,33.78,0.0,2.97,0.0,16.51
5871,303276,3,1,10.14,10.14,0.0,0.89,0.0,3.75
5872,303276,109,2,24.11,48.22,0.0,4.24,0.0,17.12
5873,303277,107,2,13.18,26.36,0.0,2.32,11.17,10.16
5874,303277,410,1,2.87,2.87,0.0,0.25,8.53,0.73
5875,303277,156,2,29.79,59.58,0.0,5.24,6.48,16.44
5876,303278,267,1,25.4,25.4,2.54,2.01,5.4,4.54
5877,303279,297,1,25.49,25.49,0.0,2.24,0.0,12.31
5878,303279,231,2,8.45,16.9,0.0,1.49,0.0,7.8
5879,303279,25,3,3.1,9.3,0.0,0.82,0.0,3.15
5880,303280,87,1,22.99,22.99,3.45,1.72,4.52,7.72
5881,303281,342,1,90.75,90.75,0.0,7.99,0.0,30.49
5882,303282,79,1,14.83,14.83,1.48,1.17,0.0,5.63
5883,303283,92,3,13.03,39.09,0.0,3.44,3.62,14.04
5884,303283,241,3,28.32,84.96,0.0,7.48,4.43,45.84
5885,303284,18,1,2.2,2.2,0.0,0.19,0.0,1.05
5886,303284,270,2,24.38,48.76,0.0,4.29,0.0,26.18
5887,303285,93,1,7.53,7.53,0.0,0.66,0.0,3.71
5888,303286,17,1,17.12,17.12,0.0,1.51,4.98,6.53
5889,303286,93,1,7.78,7.78,0.0,0.68,3.28,3.96
5890,303286,155,3,33.76,101.28,0.0,8.91,9.88,46.05
5891,303287,362,3,150.36,451.08,45.11,35.73,0.0,166.54
5892,303288,446,1,27.41,27.41,0.0,2.41,0.0,9.4
5893,303288,445,1,71.38,71.38,0.0,6.28,0.0,30.67
5894,303289,264,1,11.81,11.81,0.0,1.04,6.01,6.23
5895,303289,39,1,16.17,16.17,0.0,1.42,4.33,7.74
5896,303290,206,3,8.29,24.87,0.0,2.19,8.1,11.37
5897,303290,208,1,19.65,19.65,0.0,1.73,8.61,6.6
5898,303290,393,2,16.07,32.14,0.0,2.83,6.53,11.18
5899,303291,402,1,10.85,10.85,0.0,0.95,6.77,5.42
5900,303291,380,1,4.67,4.67,0.0,0.41,6.8,1.78
5901,303292,488,1,54.12,54.12,5.0,4.32,0.0,13.22
5902,303293,89,1,13.2,13.2,0.0,1.16,0.0,5.83
5903,303294,214,1,7.34,7.34,0.73,0.58,9.13,1.83
5904,303294,381,1,31.91,31.91,3.19,2.53,4.5,6.54
5905,303294,409,1,22.78,22.78,2.28,1.8,3.82,8.15
5906,303295,185,2,43.57,87.14,0.0,7.67,8.58,33.66
5907,303296,402,2,12.13,24.26,2.43,1.92,8.8,10.97
5908,303297,213,1,13.74,13.74,0.0,1.21,0.0,4.53
5909,303298,338,1,98.42,98.42,0.0,8.66,0.0,43.97
5910,303298,350,1,37.32,37.32,0.0,3.28,0.0,12.7
5911,303299,53,1,16.55,16.55,0.0,1.46,6.52,6.32
5912,303300,264,1,12.64,12.64,0.0,1.11,8.07,7.06
5913,303300,315,3,42.62,127.86,0.0,11.25,6.42,35.13
5914,303301,184,1,9.03,9.03,0.0,0.79,0.0,2.66
5915,303301,11,1,11.32,11.32,0.0,1.0,0.0,6.12
5916,303302,16,1,14.28,14.28,0.0,1.26,7.28,4.01
5917,303303,27,1,13.26,13.26,2.65,0.93,5.91,3.39
5918,303304,160,1,40.1,40.1,0.0,3.53,4.66,19.94
5919,303304,403,2,12.28,24.56,0.0,2.16,5.91,13.36
5920,303305,87,1,24.57,24.57,0.0,2.16,0.0,12.75
5921,303306,225,1,6.56,6.56,0.0,0.58,7.33,2.42
5922,303306,310,1,30.77,30.77,0.0,2.71,3.68,15.02
5923,303307,183,1,46.59,46.59,0.0,4.1,0.0,21.84
5924,303307,33,1,15.65,15.65,0.0,1.38,0.0,4.91
5925,303308,277,1,44.8,44.8,4.48,3.55,0.0,20.73
5926,303308,242,1,20.95,20.95,2.1,1.66,0.0,7.94
5927,303308,317,1,23.8,23.8,2.38,1.88,0.0,7.68
5928,303309,490,2,19.68,39.36,0.0,3.46,0.0,15.96
5929,303309,203,1,6.06,6.06,0.0,0.53,0.0,2.34
5930,303309,152,1,17.71,17.71,0.0,1.56,0.0,6.09
5931,303309,16,1,14.13,14.13,0.0,1.24,0.0,3.86
5932,303310,46,2,18.29,36.58,7.32,2.57,9.41,11.9
5933,303310,502,1,25.53,25.53,5.11,1.8,6.59,8.51
5934,303310,480,1,44.77,44.77,8.95,3.15,7.69,5.76
5935,303310,253,3,25.98,77.94,15.59,5.49,5.78,19.48
5936,303311,401,1,10.12,10.12,2.02,0.71,0.0,3.0
5937,303311,366,1,61.48,61.48,12.3,4.33,0.0,12.56
5938,303312,273,1,25.89,25.89,2.59,2.05,0.0,11.28
5939,303313,7,2,9.37,18.74,0.0,1.65,5.82,6.98
5940,303313,460,1,14.97,14.97,0.0,1.32,5.62,6.64
5941,303313,442,1,14.74,14.74,0.0,1.3,11.2,5.71
5942,303314,377,2,24.16,48.32,0.0,4.25,0.0,13.92
5943,303315,205,1,15.33,15.33,0.0,1.35,7.15,5.77
5944,303316,291,1,13.36,13.36,0.0,1.18,7.19,4.75
5945,303317,135,2,31.92,63.84,0.0,5.62,0.0,32.72
5946,303318,194,1,8.78,8.78,0.0,0.77,0.0,3.27
5947,303318,144,1,36.43,36.43,0.0,3.21,0.0,11.32
5948,303319,162,2,20.42,40.84,0.0,3.59,5.25,21.64
5949,303319,278,2,40.09,80.18,0.0,7.06,6.41,20.6
5950,303319,83,1,10.34,10.34,0.0,0.91,3.62,2.8
5951,303320,392,1,7.45,7.45,0.0,0.66,8.92,3.02
5952,303320,448,2,173.15,346.3,0.0,30.47,6.89,179.3
5953,303320,1,1,4.06,4.06,0.0,0.36,3.3,1.84
5954,303321,156,1,32.04,32.04,3.2,2.54,0.0,7.27
5955,303321,326,1,58.26,58.26,5.83,4.61,0.0,12.21
5956,303322,384,2,18.78,37.56,0.0,3.31,6.9,16.74
5957,303322,126,1,7.57,7.57,0.0,0.67,7.2,3.46
5958,303322,490,1,18.31,18.31,0.0,1.61,5.51,6.61
5959,303323,80,1,10.4,10.4,0.0,0.92,9.7,3.0
5960,303324,160,1,42.87,42.87,0.0,3.77,6.16,22.71
5961,303325,130,1,24.77,24.77,0.0,2.18,0.0,9.8
5962,303326,184,1,9.35,9.35,0.0,0.82,9.37,2.98
5963,303327,15,1,14.02,14.02,0.0,1.23,0.0,4.49
5964,303327,249,1,13.14,13.14,0.0,1.16,0.0,6.8
5965,303328,195,1,23.97,23.97,3.6,1.79,9.51,5.26
5966,303329,194,2,7.85,15.7,0.0,1.38,5.99,4.68
5967,303330,327,1,32.56,32.56,3.26,2.58,0.0,6.7
5968,303331,520,2,30.11,60.22,0.0,5.3,6.28,28.24
5969,303331,139,1,31.14,31.14,0.0,2.74,5.4,12.31
5970,303331,204,1,9.29,9.29,0.0,0.82,6.9,4.83
5971,303332,505,1,7.76,7.76,0.0,0.68,0.0,3.4
5972,303332,136,1,13.79,13.79,0.0,1.21,0.0,6.56
5973,303333,426,2,189.88,379.76,0.0,33.42,9.03,157.06
5974,303333,404,1,14.28,14.28,0.0,1.26,8.18,4.37
5975,303334,370,1,149.09,149.09,0.0,13.12,7.55,78.65
5976,303334,520,1,31.53,31.53,0.0,2.77,4.86,15.54
5977,303334,146,3,9.66,28.98,0.0,2.55,7.93,10.29
5978,303335,78,2,23.32,46.64,7.0,3.49,0.0,11.34
5979,303336,372,3,32.04,96.12,0.0,8.46,0.0,44.16
5980,303336,167,3,17.69,53.07,0.0,4.67,0.0,16.23
5981,303336,162,1,19.89,19.89,0.0,1.75,0.0,10.29
5982,303337,296,3,9.01,27.03,0.0,2.38,6.77,12.42
5983,303337,139,1,33.1,33.1,0.0,2.91,5.8,14.27
5984,303338,369,1,188.09,188.09,0.0,16.55,0.0,76.79
5985,303339,8,2,4.44,8.88,0.89,0.7,7.95,2.31
5986,303340,74,1,8.42,8.42,1.68,0.59,7.59,1.16
5987,303341,349,1,45.82,45.82,0.0,4.03,5.95,25.96
5988,303341,262,3,11.48,34.44,0.0,3.03,5.76,13.56
5989,303341,123,1,25.83,25.83,0.0,2.27,7.25,13.48
5990,303342,492,1,60.52,60.52,0.0,5.33,6.54,23.67
5991,303342,375,2,32.71,65.42,0.0,5.76,5.0,19.08
5992,303343,49,1,4.23,4.23,0.0,0.37,0.0,2.19
5993,303343,64,1,8.32,8.32,0.0,0.73,0.0,4.07
5994,303343,259,1,22.02,22.02,0.0,1.94,0.0,7.69
5995,303344,79,1,15.85,15.85,3.17,1.12,7.88,4.96
5996,303345,493,1,83.35,83.35,12.5,6.23,6.8,22.75
5997,303345,304,3,41.75,125.25,18.79,9.37,5.78,28.79
5998,303345,149,1,36.56,36.56,5.48,2.74,6.54,5.37
5999,303346,487,1,52.36,52.36,0.0,4.61,8.41,20.67
6000,303346,173,2,25.48,50.96,0.0,4.48,6.11,23.14
6001,303347,105,1,20.81,20.81,4.16,1.47,8.05,2.28
6002,303347,187,1,29.3,29.3,5.86,2.06,8.98,4.32
6003,303348,323,2,88.52,177.04,5.0,15.14,5.47,75.06
6004,303349,509,1,18.66,18.66,0.0,1.64,5.48,5.81
6005,303350,291,1,13.6,13.6,0.0,1.2,7.08,4.99
6006,303350,205,1,14.98,14.98,0.0,1.32,3.89,5.42
6007,303350,215,2,3.46,6.92,0.0,0.61,6.71,3.04
6008,303350,342,2,89.78,179.56,0.0,15.8,6.77,59.04
6009,303351,130,1,24.77,24.77,0.0,2.18,3.24,9.8
6010,303351,335,1,18.89,18.89,0.0,1.66,5.84,8.19
6011,303352,164,1,34.71,34.71,0.0,3.05,0.0,17.26
6012,303353,164,1,37.31,37.31,0.0,3.28,0.0,19.86
6013,303354,332,1,18.45,18.45,0.0,1.62,0.0,6.98
6014,303354,209,1,5.51,5.51,0.0,0.48,0.0,1.83
6015,303355,226,1,5.58,5.58,0.0,0.49,7.95,2.28
6016,303356,214,2,7.38,14.76,0.0,1.3,0.0,5.2
6017,303356,199,1,8.89,8.89,0.0,0.78,0.0,2.57
6018,303357,426,1,186.08,186.08,0.0,16.38,0.0,74.73
6019,303358,390,2,21.14,42.28,4.23,3.35,5.37,16.11
6020,303358,223,1,10.95,10.95,1.09,0.87,6.24,2.54
6021,303359,186,1,16.56,16.56,0.0,1.46,6.38,6.14
6022,303360,269,1,18.02,18.02,0.0,1.59,5.23,6.37
6023,303361,415,1,3.36,3.36,0.0,0.3,0.0,1.81
6024,303362,117,1,24.84,24.84,0.0,2.19,0.0,10.68
6025,303363,523,1,14.14,14.14,0.0,1.24,5.6,7.01
6026,303364,20,1,6.59,6.59,0.0,0.58,4.55,2.49
6027,303364,307,1,74.84,74.84,0.0,6.59,5.94,37.03
6028,303365,249,1,11.44,11.44,1.14,0.91,6.72,3.96
6029,303365,377,1,26.26,26.26,2.63,2.08,5.59,6.43
6030,303365,362,1,143.96,143.96,14.4,11.4,5.45,49.75
6031,303366,514,2,12.98,25.96,0.0,2.28,5.64,13.08
6032,303367,52,1,4.89,4.89,0.0,0.43,11.26,2.44
6033,303368,26,1,8.39,8.39,0.0,0.74,5.93,4.1
6034,303369,240,2,36.8,73.6,0.0,6.48,7.59,24.4
6035,303369,95,1,19.09,19.09,0.0,1.68,7.5,7.45
6036,303370,202,1,5.02,5.02,0.0,0.44,0.0,2.26
6037,303371,222,1,6.74,6.74,0.0,0.59,0.0,3.2
6038,303371,210,1,14.18,14.18,0.0,1.25,0.0,7.69
6039,303372,385,2,7.7,15.4,0.0,1.36,4.64,5.44
6040,303372,393,1,14.32,14.32,0.0,1.26,8.68,3.84
6041,303372,416,1,4.85,4.85,0.0,0.43,6.4,2.12
6042,303372,378,1,37.86,37.86,0.0,3.33,8.45,18.87
6043,303373,244,2,24.97,49.94,0.0,4.39,5.06,25.0
6044,303373,384,1,18.86,18.86,0.0,1.66,8.6,8.45
6045,303374,98,1,10.21,10.21,0.0,0.9,7.0,5.55
6046,303375,332,2,19.17,38.34,0.0,3.37,0.0,15.4
6047,303376,86,3,7.56,22.68,0.0,2.0,9.27,8.76
6048,303377,10,2,6.34,12.68,0.0,1.12,7.51,5.54
6049,303378,181,2,6.24,12.48,0.0,1.1,0.0,5.86
6050,303379,50,1,8.98,8.98,0.9,0.71,9.91,3.56
6051,303379,305,1,55.95,55.95,5.0,4.48,4.74,14.06
6052,303379,444,1,128.89,128.89,5.0,10.9,5.72,48.29
6053,303380,468,1,46.19,46.19,0.0,4.06,3.3,24.67
6054,303381,267,1,26.95,26.95,0.0,2.37,2.47,8.63
6055,303381,42,1,11.08,11.08,0.0,0.98,9.88,5.18
6056,303381,98,1,9.45,9.45,0.0,0.83,4.68,4.79
6057,303382,64,2,7.66,15.32,0.0,1.35,0.0,6.82
6058,303382,394,2,23.12,46.24,0.0,4.07,0.0,17.82
6059,303383,167,1,18.24,18.24,0.0,1.61,5.0,5.96
6060,303383,154,1,14.1,14.1,0.0,1.24,7.63,6.08
6061,303384,409,1,22.47,22.47,0.0,1.98,0.0,10.12
6062,303385,258,1,8.37,8.37,0.0,0.74,6.83,4.28
6063,303385,7,1,8.55,8.55,0.0,0.75,6.32,2.67
6064,303386,126,1,6.89,6.89,0.0,0.61,8.32,2.78
6065,303386,92,1,13.89,13.89,0.0,1.22,7.5,5.54
6066,303386,516,1,21.93,21.93,0.0,1.93,7.39,9.28
6067,303386,344,1,65.68,65.68,0.0,5.78,6.82,34.38
6068,303387,236,2,10.58,21.16,0.0,1.86,0.0,8.38
6069,303387,139,1,34.62,34.62,0.0,3.05,0.0,15.79
6070,303388,303,1,36.43,36.43,3.64,2.89,7.07,12.88
6071,303388,167,1,17.91,17.91,1.79,1.42,8.38,3.84
6072,303389,241,1,28.71,28.71,0.0,2.53,5.94,15.67
6073,303389,521,1,24.97,24.97,0.0,2.2,8.37,8.71
6074,303390,424,1,199.81,199.81,0.0,17.58,8.4,97.35
6075,303391,80,1,10.72,10.72,0.0,0.94,7.22,3.32
6076,303391,414,1,22.75,22.75,0.0,2.0,10.91,9.42
6077,303391,39,2,16.52,33.04,0.0,2.91,7.75,16.18
6078,303392,4,1,9.93,9.93,0.0,0.87,6.84,4.54
6079,303392,77,1,29.68,29.68,0.0,2.61,5.93,10.2
6080,303393,103,1,14.29,14.29,0.0,1.26,9.29,4.97
6081,303393,96,1,23.24,23.24,0.0,2.05,7.19,10.26
6082,303393,466,1,30.7,30.7,0.0,2.7,6.9,9.02
6083,303394,140,1,23.44,23.44,3.52,1.75,4.28,6.99
6084,303395,79,1,15.05,15.05,0.0,1.32,6.72,7.33
6085,303395,389,1,21.21,21.21,0.0,1.87,4.64,8.68
6086,303395,108,1,33.67,33.67,0.0,2.96,4.78,18.72
6087,303396,111,1,30.93,30.93,0.0,2.72,1.23,14.24
6088,303397,45,1,6.65,6.65,0.0,0.59,0.0,3.49
6089,303397,248,2,18.67,37.34,0.0,3.29,0.0,16.22
6090,303398,463,1,37.05,37.05,0.0,3.26,9.75,13.88
6091,303398,148,1,17.24,17.24,0.0,1.52,3.06,5.61
6092,303399,326,1,58.3,58.3,0.0,5.13,5.26,18.08
6093,303399,219,1,7.43,7.43,0.0,0.65,9.97,3.28
6094,303399,391,1,8.4,8.4,0.0,0.74,8.7,3.6
6095,303400,444,1,126.1,126.1,0.0,11.1,8.78,50.5
6096,303401,520,1,27.41,27.41,2.74,2.17,6.94,8.68
6097,303401,107,2,13.51,27.02,2.7,2.14,7.25,8.12
6098,303402,473,1,53.56,53.56,0.0,4.71,0.0,24.12
6099,303403,193,1,61.98,61.98,0.0,5.45,0.0,28.03
6100,303403,58,2,11.22,22.44,0.0,1.97,0.0,9.14
6101,303403,488,1,60.67,60.67,0.0,5.34,0.0,24.77
6102,303404,36,1,5.71,5.71,0.0,0.5,8.11,2.1
6103,303404,7,1,9.04,9.04,0.0,0.8,5.93,3.16
6104,303405,132,1,38.36,38.36,0.0,3.38,0.0,18.96
6105,303405,293,3,54.38,163.14,0.0,14.36,0.0,54.69
6106,303406,256,2,20.35,40.7,0.0,3.58,4.5,22.36
6107,303407,384,3,18.21,54.63,0.0,4.81,6.26,23.4
6108,303407,504,1,44.38,44.38,0.0,3.91,5.3,15.8
6109,303408,177,1,41.68,41.68,8.34,2.93,0.0,10.86
6110,303408,450,1,33.82,33.82,6.76,2.38,0.0,5.97
6111,303408,386,1,11.09,11.09,2.22,0.78,0.0,2.8
6112,303409,195,1,23.61,23.61,0.0,2.08,8.21,8.5
6113,303409,54,2,4.97,9.94,0.0,0.87,4.37,3.2
6114,303409,78,1,20.44,20.44,0.0,1.8,11.59,6.29
6115,303409,305,1,60.8,60.8,0.0,5.35,5.46,23.91
6116,303410,151,1,26.46,26.46,0.0,2.33,8.18,10.72
6117,303410,250,1,16.53,16.53,0.0,1.45,5.52,5.83
6118,303410,98,1,9.77,9.77,0.0,0.86,6.6,5.11
6119,303411,292,1,18.56,18.56,0.0,1.63,6.06,7.91
6120,303412,419,1,13.01,13.01,2.6,0.92,0.0,1.1
6121,303413,60,1,6.87,6.87,0.69,0.54,7.73,1.88
6122,303413,266,2,10.47,20.94,2.09,1.66,5.26,5.85
6123,303413,350,1,35.31,35.31,3.53,2.8,5.88,7.16
6124,303414,238,1,51.24,51.24,0.0,4.51,1.42,24.93
6125,303414,60,1,6.69,6.69,0.0,0.59,3.55,2.39
6126,303414,438,1,50.05,50.05,0.0,4.4,7.65,14.33
6127,303415,131,1,6.26,6.26,0.0,0.55,0.0,2.13
6128,303415,246,1,15.0,15.0,0.0,1.32,0.0,7.34
6129,303416,498,1,45.18,45.18,0.0,3.98,6.98,19.48
6130,303416,85,1,21.38,21.38,0.0,1.88,7.65,10.13
6131,303416,321,1,37.98,37.98,0.0,3.34,7.12,14.56
6132,303416,433,1,39.88,39.88,0.0,3.51,4.3,13.03
6133,303417,238,1,49.18,49.18,0.0,4.33,0.0,22.87
6134,303417,260,2,16.79,33.58,0.0,2.96,0.0,16.04
6135,303418,448,1,153.31,153.31,23.0,11.47,9.18,46.81
6136,303418,369,2,169.98,339.96,50.99,25.43,6.03,66.37
6137,303418,483,1,14.86,14.86,2.23,1.11,1.67,5.11
6138,303419,452,3,47.03,141.09,0.0,12.42,9.38,72.06
6139,303419,36,1,5.82,5.82,0.0,0.51,6.92,2.21
6140,303420,340,1,84.79,84.79,16.96,5.97,0.0,14.2
6141,303420,435,2,207.53,415.06,83.01,29.22,0.0,79.73
6142,303421,403,2,11.82,23.64,0.0,2.08,8.5,12.44
6143,303421,75,1,35.39,35.39,0.0,3.11,5.12,17.52
6144,303422,370,1,148.3,148.3,0.0,13.05,4.63,77.86
6145,303422,409,1,21.45,21.45,0.0,1.89,6.18,9.1
6146,303422,221,1,15.25,15.25,0.0,1.34,8.46,4.88
6147,303422,190,1,15.0,15.0,0.0,1.32,8.16,7.16
6148,303423,110,1,7.54,7.54,0.75,0.6,3.35,2.51
6149,303423,9,1,14.54,14.54,1.45,1.15,8.8,4.58
6150,303423,424,2,183.55,367.1,36.71,29.07,7.82,125.47
6151,303424,412,3,7.79,23.37,0.0,2.06,6.33,6.96
6152,303425,6,2,16.64,33.28,0.0,2.93,0.0,17.68
6153,303426,364,1,95.15,95.15,0.0,8.37,0.0,35.3
6154,303426,4,1,9.62,9.62,0.0,0.85,0.0,4.23
6155,303427,351,1,62.46,62.46,0.0,5.5,0.0,31.45
6156,303428,6,1,17.9,17.9,0.0,1.58,0.0,10.1
6157,303429,145,2,10.09,20.18,0.0,1.78,6.4,5.98
6158,303429,141,2,20.98,41.96,0.0,3.69,6.31,12.1
6159,303429,508,1,57.89,57.89,0.0,5.09,3.09,19.82
6160,303430,298,1,15.55,15.55,0.0,1.37,0.0,7.89
6161,303431,80,1,10.48,10.48,0.0,0.92,0.0,3.08
6162,303431,451,1,244.42,244.42,0.0,21.51,0.0,116.52
6163,303432,289,1,39.88,39.88,0.0,3.51,0.0,18.88
6164,303432,152,2,15.77,31.54,0.0,2.78,0.0,8.3
6165,303433,87,1,23.15,23.15,0.0,2.04,7.01,11.33
6166,303434,61,1,15.03,15.03,0.0,1.32,6.71,6.85
6167,303435,487,2,49.1,98.2,0.0,8.64,5.57,34.82
6168,303435,276,2,23.38,46.76,0.0,4.11,4.34,25.26
6169,303436,404,2,13.49,26.98,4.05,2.02,0.0,3.11
6170,303437,245,2,26.85,53.7,0.0,4.73,10.57,29.96
6171,303437,507,1,19.35,19.35,0.0,1.7,7.65,6.52
6172,303438,39,1,17.59,17.59,0.0,1.55,0.0,9.16
6173,303439,10,1,5.88,5.88,0.0,0.52,8.84,2.31
6174,303440,324,1,72.42,72.42,0.0,6.37,0.0,27.04
6175,303440,525,1,26.09,26.09,0.0,2.3,0.0,10.5
6176,303441,203,1,6.74,6.74,0.0,0.59,4.99,3.02
6177,303441,372,1,31.83,31.83,0.0,2.8,6.38,14.51
6178,303442,276,2,22.86,45.72,0.0,4.02,8.13,24.22
6179,303443,68,1,12.68,12.68,0.0,1.12,6.1,5.53
6180,303444,130,1,24.48,24.48,0.0,2.15,7.1,9.51
6181,303444,387,1,13.74,13.74,0.0,1.21,6.79,3.77
6182,303445,160,1,42.79,42.79,0.0,3.77,0.0,22.63
6183,303445,265,1,25.76,25.76,0.0,2.27,0.0,11.85
6184,303445,199,1,9.3,9.3,0.0,0.82,0.0,2.98
6185,303445,88,2,12.63,25.26,0.0,2.22,0.0,14.28
6186,303446,352,1,145.53,145.53,21.83,10.89,0.0,43.54
6187,303446,506,1,33.22,33.22,4.98,2.49,0.0,11.45
6188,303447,230,1,6.2,6.2,0.0,0.55,2.23,2.85
6189,303448,340,1,83.73,83.73,8.37,6.63,0.0,21.73
6190,303449,267,1,25.79,25.79,0.0,2.27,8.12,7.47
6191,303449,412,2,8.45,16.9,0.0,1.49,6.97,5.96
6192,303450,156,2,32.38,64.76,0.0,5.7,6.69,21.62
6193,303451,46,1,18.51,18.51,1.85,1.47,5.35,7.98
6194,303452,254,2,20.2,40.4,0.0,3.56,4.62,20.18
6195,303452,352,1,157.57,157.57,0.0,13.87,6.69,77.41
6196,303453,247,2,22.62,45.24,0.0,3.98,0.0,22.84
6197,303453,502,1,23.46,23.46,0.0,2.06,0.0,11.55
6198,303454,12,2,7.1,14.2,0.0,1.25,0.0,7.4
6199,303455,130,1,24.75,24.75,0.0,2.18,7.5,9.78
6200,303456,464,2,98.51,197.02,19.7,15.6,2.64,57.26
6201,303456,483,1,14.04,14.04,1.4,1.11,10.1,5.12
6202,303456,56,1,9.47,9.47,0.95,0.75,6.27,3.74
6203,303457,491,2,12.46,24.92,0.0,2.19,0.0,13.1
6204,303457,108,1,30.22,30.22,0.0,2.66,0.0,15.27
6205,303458,53,1,16.81,16.81,0.0,1.48,7.34,6.58
6206,303459,481,1,78.72,78.72,7.87,6.23,9.88,19.36
6207,303460,275,1,12.25,12.25,2.45,0.86,3.67,2.31
6208,303461,221,1,16.13,16.13,0.0,1.42,4.52,5.76
6209,303462,65,2,10.66,21.32,2.13,1.69,2.49,8.01
6210,303462,523,1,15.4,15.4,1.54,1.22,4.3,6.73
6211,303462,48,2,6.81,13.62,1.36,1.08,5.31,4.12
6212,303463,431,1,175.66,175.66,0.0,15.46,5.25,73.39
6213,303464,93,2,7.23,14.46,2.17,1.08,5.72,4.65
6214,303465,36,1,5.59,5.59,1.12,0.39,7.62,0.86
6215,303466,91,1,31.36,31.36,0.0,2.76,0.0,16.6
6216,303467,457,2,39.08,78.16,0.0,6.88,10.29,33.92
6217,303468,165,1,12.43,12.43,0.0,1.09,9.01,5.2
6218,303468,52,1,5.06,5.06,0.0,0.45,5.18,2.61
6219,303469,384,1,17.05,17.05,0.0,1.5,7.24,6.64
6220,303470,502,1,26.8,26.8,2.68,2.12,0.0,12.21
6221,303471,128,2,25.64,51.28,0.0,4.51,0.0,18.12
6222,303472,188,1,20.38,20.38,4.08,1.43,7.03,2.51
6223,303472,449,1,161.38,161.38,32.28,11.36,6.45,39.29
6224,303473,334,2,28.21,56.42,0.0,4.96,0.0,20.74
6225,303473,142,2,29.14,58.28,0.0,5.13,0.0,30.44
6226,303474,68,1,12.35,12.35,0.0,1.09,0.0,5.2
6227,303475,459,1,92.34,92.34,0.0,8.13,4.0,38.22
6228,303475,443,2,31.64,63.28,0.0,5.57,7.85,30.06
6229,303475,16,1,15.1,15.1,0.0,1.33,3.74,4.83
6230,303476,4,1,10.61,10.61,0.0,0.93,2.71,5.22
6231,303476,101,1,16.34,16.34,0.0,1.44,8.68,4.24
6232,303477,122,1,27.89,27.89,0.0,2.45,0.0,14.0
6233,303477,497,1,11.05,11.05,0.0,0.97,0.0,6.04
6234,303477,73,1,21.54,21.54,0.0,1.9,0.0,9.17
6235,303478,187,1,28.38,28.38,0.0,2.5,0.0,9.26
6236,303479,145,1,11.67,11.67,0.0,1.03,0.0,4.57
6237,303480,172,1,34.74,34.74,0.0,3.06,6.47,14.68
6238,303481,50,1,9.47,9.47,1.89,0.67,2.52,3.06
6239,303481,87,1,23.23,23.23,4.65,1.64,8.53,6.76
6240,303482,415,1,3.38,3.38,0.0,0.3,9.48,1.83
6241,303482,513,1,36.72,36.72,0.0,3.23,7.93,11.73
6242,303482,421,1,9.37,9.37,0.0,0.82,6.96,2.56
6243,303483,318,1,39.21,39.21,0.0,3.45,4.29,15.81
6244,303483,371,1,14.07,14.07,0.0,1.24,4.26,5.72
6245,303483,8,3,4.54,13.62,0.0,1.2,3.71,5.1
6246,303484,1,3,4.17,12.51,0.0,1.1,6.24,5.85
6247,303484,279,2,38.69,77.38,0.0,6.81,3.53,34.54
6248,303485,446,1,26.74,26.74,0.0,2.35,0.0,8.73
6249,303485,124,2,15.09,30.18,0.0,2.66,0.0,15.98
6250,303485,279,2,39.68,79.36,0.0,6.98,0.0,36.52
6251,303486,282,1,28.46,28.46,0.0,2.5,0.0,8.9
6252,303487,431,1,174.63,174.63,26.19,13.06,0.0,46.17
6253,303487,137,1,12.96,12.96,1.94,0.97,0.0,4.96
6254,303488,174,1,36.84,36.84,0.0,3.24,5.93,14.26
6255,303489,418,1,15.91,15.91,0.0,1.4,2.6,8.26
6256,303490,183,1,47.82,47.82,4.78,3.79,7.99,18.29
6257,303490,371,1,12.97,12.97,1.3,1.03,6.31,3.32
6258,303490,370,1,141.02,141.02,5.0,11.97,8.34,65.58
6259,303490,178,2,60.45,120.9,5.0,10.2,12.11,57.24
