return_id,order_item_id,order_id,customer_id,plant_id,return_reason_id,return_ts,quantity_returned,refund_amount,restocking_fee,promotion_id
356,6093,303380,4991,122,4,2025-09-30 05:49:49,1,73.54,0.0,
357,6113,303390,5558,30,1,2023-03-11 12:04:49,1,19.34,0.0,
358,6117,303392,2924,407,3,2025-03-24 21:08:09,1,26.87,0.0,
359,6128,303398,8941,675,4,2023-04-14 06:22:30,1,27.87,0.0,
360,6132,303399,1732,194,2,2023-01-29 03:32:15,1,9.19,0.0,
361,6136,303402,630,646,3,2024-05-13 20:11:15,1,24.56,0.0,
362,6140,303405,7871,122,3,2023-09-17 19:59:14,1,77.94,0.0,
363,6144,303406,4599,330,5,2024-01-06 07:17:42,1,18.44,0.0,
364,6161,303416,3685,342,2,2024-04-18 20:18:25,1,20.43,0.0,
365,6177,303425,5400,149,3,2025-02-23 17:42:38,1,25.25,0.0,
366,6180,303426,7086,179,3,2025-02-02 06:35:38,1,18.41,0.0,
367,6182,303427,6330,380,5,2024-05-30 07:11:19,1,26.83,0.0,
368,6200,303437,2261,453,1,2023-12-23 04:12:20,1,14.66,0.0,
369,6211,303442,9036,148,1,2025-04-24 20:39:00,1,19.59,0.0,
370,6235,303454,63,469,2,2024-04-11 17:39:18,1,24.51,0.0,
371,6248,303461,6152,50,2,2024-07-21 02:17:26,1,13.6,1.51,
372,6277,303478,1360,305,4,2025-03-18 02:20:04,1,18.33,0.0,
373,6280,303480,5361,27,2,2024-03-30 16:44:29,1,47.32,0.0,
374,6290,303487,5196,319,5,2023-03-23 02:30:42,1,21.58,0.0,
375,6309,303499,2795,160,4,2023-06-16 18:06:10,1,5.88,0.0,8.0
376,6325,303508,5070,188,4,2023-11-30 01:26:50,1,11.13,0.0,
377,6339,303516,8421,578,3,2025-07-04 14:23:03,1,22.11,0.0,
378,6381,303539,5515,616,1,2024-09-26 23:22:58,1,15.62,0.0,
379,6383,303541,263,448,3,2023-05-01 16:56:33,1,8.09,0.0,
380,6387,303543,2021,651,5,2024-04-24 12:32:26,1,47.44,0.0,
381,6434,303575,4548,558,3,2025-03-04 13:56:01,1,44.9,0.0,
382,6444,303579,9419,1,5,2024-11-23 11:14:14,1,70.7,0.0,
383,6479,303601,2877,136,4,2023-11-09 09:11:13,1,9.04,0.0,8.0
384,6480,303601,2877,340,3,2023-11-18 09:11:13,1,7.35,0.0,8.0
385,6483,303603,3466,284,5,2023-04-15 17:11:12,1,26.63,0.0,
386,6533,303633,429,184,2,2023-10-14 05:09:13,1,28.47,0.0,
387,6535,303635,8569,634,1,2023-11-04 10:01:12,1,44.09,0.0,
388,6553,303646,3966,532,2,2023-05-17 04:37:21,1,19.18,0.0,
389,6572,303655,3387,337,4,2023-05-16 07:18:16,1,11.88,0.0,
390,6586,303663,4369,508,5,2024-05-06 00:21:11,1,10.7,0.0,
391,6597,303670,6161,87,1,2025-06-29 09:12:03,1,30.07,0.0,
392,6621,303685,8466,200,5,2025-06-06 02:38:48,1,21.48,0.0,
393,6631,303690,8980,357,4,2023-02-13 21:09:51,1,10.5,0.0,
394,6679,303714,2743,686,2,2024-06-19 07:42:43,1,22.83,0.0,
395,6685,303717,7627,11,3,2025-07-10 09:09:08,1,54.26,0.0,
396,6688,303718,1926,43,1,2023-11-01 02:26:58,1,31.89,0.0,
397,6756,303756,1076,565,5,2024-02-07 22:24:57,1,9.24,0.0,
398,6802,303781,5136,462,1,2024-05-04 09:16:51,1,17.57,0.0,
399,6811,303786,3584,137,3,2024-10-31 23:44:03,1,24.55,0.0,
400,6820,303789,2026,123,4,2024-10-10 15:17:01,1,21.69,0.0,
401,6846,303803,1265,96,2,2024-03-13 02:04:04,2,70.42,0.0,
402,6869,303817,9341,673,4,2025-01-29 03:11:38,1,6.54,0.0,
403,6891,303829,4886,604,5,2024-07-26 15:53:16,1,5.86,0.0,
404,6918,303840,315,705,5,2024-05-06 11:50:10,1,21.65,0.0,3.0
405,6950,303855,8869,27,5,2023-02-12 10:21:13,1,46.83,0.0,
406,6967,303868,7246,18,2,2025-03-02 21:32:34,1,45.76,0.0,
407,6988,303878,3101,487,5,2023-09-08 13:35:19,1,17.78,0.0,
408,6995,303881,4550,141,5,2023-08-05 10:27:09,1,17.99,0.0,3.0
409,7011,303889,3064,80,2,2023-06-07 13:43:03,1,32.91,0.0,
410,7052,303914,8288,520,3,2025-08-31 15:20:19,1,23.58,0.0,
411,7065,303920,6622,448,1,2025-02-10 08:59:48,1,7.97,0.0,
412,7076,303927,8230,121,2,2025-03-31 12:27:49,1,65.05,0.0,
413,7081,303930,868,645,1,2023-09-28 13:50:42,1,37.74,0.0,
414,7083,303931,4467,497,5,2024-03-10 21:08:55,1,37.82,0.0,
415,7121,303953,4418,700,1,2025-07-03 20:59:44,1,14.44,0.0,
416,7136,303961,7311,706,4,2024-10-01 17:10:57,1,31.59,0.0,
417,7138,303962,3296,450,4,2024-02-04 23:03:29,1,32.0,0.0,
418,7149,303970,5472,189,1,2024-02-10 18:05:01,1,20.93,0.0,
419,7223,304013,210,220,1,2024-08-15 23:48:21,1,12.72,0.0,
420,7229,304018,1761,336,5,2024-08-18 11:05:07,1,8.23,0.0,
421,7231,304020,5322,324,5,2024-06-15 00:52:58,1,9.74,1.08,
422,7246,304028,6495,146,5,2023-06-09 04:58:28,1,18.56,0.0,
423,7249,304029,1599,195,5,2024-08-13 01:15:29,1,13.97,0.0,
424,7267,304037,9386,105,5,2024-02-06 12:52:17,1,49.64,0.0,
425,7273,304041,312,612,3,2023-09-20 05:25:26,1,14.05,0.0,
426,7298,304055,8548,698,4,2025-04-25 07:25:48,1,53.9,0.0,
427,7323,304067,1031,692,1,2024-07-28 06:30:42,1,17.7,0.0,
428,7334,304076,3229,356,1,2024-01-10 21:34:07,1,9.34,0.0,
429,7339,304080,3703,412,5,2023-11-20 02:37:37,1,11.12,0.0,
430,7340,304080,3703,18,3,2023-12-01 02:37:37,1,45.37,0.0,
431,7359,304093,4448,566,1,2024-01-13 19:17:33,1,20.57,0.0,
432,7370,304100,4542,120,3,2023-08-12 20:55:45,1,52.19,0.0,
433,7378,304104,168,671,5,2023-03-11 23:27:40,1,30.76,0.0,
434,7379,304105,796,430,1,2025-07-17 05:08:51,1,34.72,0.0,
435,7408,304122,5665,62,1,2023-09-11 16:56:24,1,72.73,0.0,
436,7415,304126,9500,677,3,2024-09-27 15:28:08,1,12.17,0.0,
437,7421,304131,7992,442,5,2023-09-30 08:20:37,1,9.7,0.0,8.0
438,7435,304139,1868,39,4,2024-12-18 19:06:41,1,42.4,0.0,
439,7451,304151,3522,357,1,2025-02-25 20:26:02,1,10.54,0.0,
440,7569,304217,821,695,3,2023-05-03 11:30:37,1,8.38,0.0,
441,7573,304219,8103,88,4,2024-03-25 16:20:23,1,25.88,0.0,
442,7575,304220,5966,114,2,2024-11-29 09:36:15,1,61.61,0.0,
443,7621,304246,5545,565,2,2023-10-09 06:14:42,1,9.04,0.0,
444,7636,304254,8455,232,4,2023-09-15 20:38:21,1,18.08,0.0,
445,7654,304265,6110,142,4,2025-01-22 03:37:43,1,10.67,0.0,
446,7656,304267,9345,397,6,2025-03-21 00:39:50,1,39.12,0.0,
447,7673,304277,8578,109,1,2024-06-11 01:07:10,1,26.46,0.0,
448,7678,304280,8318,58,1,2024-07-30 10:54:58,1,41.59,0.0,
449,7682,304282,3455,170,5,2025-06-20 12:32:14,1,43.03,0.0,
450,7692,304286,434,445,2,2023-08-20 05:23:14,1,35.43,0.0,
451,7714,304298,7841,294,4,2024-11-28 05:04:50,1,4.18,0.0,3.0
452,7720,304299,9449,633,4,2023-02-05 05:08:58,1,93.37,0.0,
453,7721,304300,5767,373,1,2024-09-04 01:46:05,1,12.88,0.0,
454,7731,304306,5545,316,3,2023-02-21 06:59:19,1,15.97,0.0,
455,7732,304307,3102,372,3,2023-06-26 11:48:58,1,9.31,0.0,
456,7755,304316,685,236,1,2023-04-13 21:45:12,1,3.32,0.0,
457,7762,304322,368,504,4,2025-04-10 08:56:30,1,19.72,0.0,
458,7766,304324,9238,92,4,2023-10-07 20:06:06,1,35.07,0.0,
459,7804,304347,2679,717,1,2024-07-27 03:56:20,1,20.81,0.0,
460,7810,304350,7342,99,4,2023-11-28 16:24:02,1,34.07,0.0,
461,7811,304351,4764,578,5,2025-09-10 13:01:18,1,24.12,0.0,
462,7826,304357,4925,642,3,2023-09-30 15:31:42,1,63.29,0.0,
463,7827,304357,4925,395,1,2023-09-25 15:31:42,1,26.69,0.0,
464,7833,304360,1937,190,3,2024-03-03 21:23:44,1,14.17,0.0,
465,7844,304368,4413,14,6,2025-02-28 22:23:04,1,69.46,0.0,
466,7861,304375,7832,419,3,2024-11-15 12:08:53,1,21.76,0.0,
467,7916,304403,1744,607,4,2025-05-25 23:49:30,1,11.78,0.0,2.0
468,7927,304409,6113,545,5,2023-11-30 04:41:50,1,18.59,0.0,
469,7931,304413,8303,395,3,2025-05-24 02:28:02,1,26.43,0.0,
470,7989,304445,3540,635,1,2025-09-29 00:30:44,1,15.2,0.0,
471,8002,304451,5533,626,3,2023-11-28 16:52:49,1,57.78,0.0,
472,8019,304458,2761,427,1,2025-01-01 21:57:26,1,18.1,0.0,
473,8032,304466,4968,520,1,2025-04-20 19:46:11,1,23.08,0.0,
474,8033,304467,7684,573,4,2023-08-10 11:13:41,1,8.92,0.0,
475,8057,304477,6238,570,3,2023-11-30 03:03:33,1,18.64,0.0,
476,8061,304480,8372,414,1,2025-04-11 16:03:40,1,24.51,0.0,
477,8068,304483,1064,256,1,2025-07-23 13:10:04,1,9.05,0.0,
478,8069,304484,8513,365,5,2024-02-01 10:19:42,1,13.16,0.0,
479,8083,304493,2679,137,4,2023-01-29 17:23:30,1,23.08,0.0,
480,8092,304499,4388,590,5,2023-02-14 10:45:20,1,42.46,0.0,
481,8124,304515,2186,5,2,2023-06-11 17:05:08,1,46.25,0.0,
482,8144,304527,8225,662,1,2024-11-10 14:12:05,1,130.68,0.0,
483,8156,304534,2478,444,2,2025-01-31 16:39:51,1,17.45,0.0,
484,8180,304549,7927,396,3,2023-08-02 10:48:24,1,29.66,0.0,
485,8201,304562,1539,707,5,2024-08-29 10:24:43,1,19.17,0.0,
486,8203,304562,1539,594,1,2024-08-12 10:24:43,1,26.67,0.0,
487,8205,304563,5284,396,2,2025-06-24 05:08:37,1,31.82,0.0,
488,8214,304567,9268,340,3,2025-04-07 16:06:28,1,8.45,0.0,
489,8215,304568,6826,541,1,2025-04-19 06:56:15,1,10.66,0.0,
490,8225,304575,5099,56,6,2024-10-22 21:48:20,2,43.28,0.0,
491,8237,304582,1650,123,2,2023-09-17 07:37:44,1,18.55,0.0,3.0
492,8288,304614,1223,251,5,2023-10-10 17:17:15,1,8.11,0.0,
493,8300,304620,444,262,5,2023-07-19 11:55:01,2,17.1,0.0,
494,8313,304627,1184,330,3,2025-09-20 13:52:11,1,20.26,0.0,
495,8317,304630,1962,368,5,2024-03-20 06:00:02,1,9.92,0.0,
496,8320,304631,6619,406,1,2025-06-01 08:23:52,1,6.11,0.0,
497,8364,304654,3723,113,4,2025-07-04 21:49:14,1,65.18,0.0,
498,8385,304665,6192,11,5,2024-07-12 19:56:44,1,54.12,0.0,
499,8408,304678,7057,110,3,2025-03-02 08:12:58,1,24.52,0.0,
500,8416,304683,1044,488,5,2023-09-21 05:47:19,1,23.99,0.0,
501,8440,304695,2253,545,3,2023-07-24 14:05:43,1,20.22,0.0,
502,8487,304723,8802,423,2,2023-10-24 14:32:12,1,14.7,0.0,
503,8504,304734,1838,12,3,2023-09-08 11:44:03,1,33.65,0.0,
504,8543,304755,6472,42,4,2025-09-27 13:18:06,1,27.87,0.0,
505,8548,304757,1468,368,5,2024-11-28 21:08:22,1,7.51,0.0,8.0
506,8557,304763,9263,490,3,2025-09-01 13:04:26,1,22.25,0.0,
507,8563,304767,3044,264,4,2023-02-17 15:00:27,1,24.5,0.0,
508,8567,304770,4200,69,5,2023-03-28 06:56:52,1,55.7,0.0,
509,8571,304772,4011,40,3,2024-02-20 07:24:19,1,51.7,0.0,
510,8574,304773,1011,400,1,2024-12-09 17:32:40,1,24.07,0.0,
511,8578,304776,3584,401,2,2024-03-04 22:52:14,1,5.9,0.0,
512,8589,304782,2213,330,4,2023-10-26 23:52:55,1,19.49,0.0,
513,8596,304787,5818,489,2,2023-12-10 22:03:31,1,22.89,0.0,
514,8614,304797,2044,437,3,2024-11-08 02:13:55,1,24.68,0.0,
515,8622,304803,6975,235,1,2023-03-17 08:18:32,1,19.39,0.0,
516,8625,304805,8407,315,3,2025-02-11 08:15:40,1,7.66,0.0,
517,8640,304812,40,443,3,2024-01-17 11:48:12,1,31.41,0.0,
518,8713,304853,1946,461,1,2025-06-07 05:23:45,1,19.06,0.0,
519,8759,304885,3356,357,2,2023-09-11 09:45:54,1,10.12,0.0,
520,8761,304885,3356,39,1,2023-09-18 09:45:54,1,42.07,0.0,
521,8803,304910,5496,694,1,2024-04-19 02:57:07,1,7.97,0.0,
522,8809,304913,7390,232,1,2023-05-04 23:17:14,1,18.05,0.0,
523,8826,304923,3742,180,3,2025-02-22 22:29:18,1,27.77,0.0,
524,8843,304931,6945,30,4,2023-05-02 22:28:50,1,18.78,0.0,
525,8859,304940,2758,377,3,2023-11-20 16:21:21,1,6.98,0.0,
526,8909,304969,820,523,1,2025-05-15 13:39:43,1,19.37,0.0,
527,8913,304970,5008,373,1,2023-06-07 02:32:27,1,14.14,0.0,
528,8955,304995,3850,2,1,2025-10-03 14:54:14,1,67.68,0.0,
529,8958,304997,5092,590,3,2023-07-11 21:40:15,1,41.79,0.0,
530,8968,305003,4486,308,6,2024-03-01 16:26:24,1,11.76,0.0,2.0
531,8974,305008,760,568,1,2023-04-16 11:25:40,1,8.76,0.0,
532,8978,305010,8649,26,4,2024-02-26 10:33:51,1,38.28,0.0,
533,9007,305026,9224,100,5,2025-02-28 19:28:07,1,58.58,0.0,
534,9033,305039,1680,648,4,2025-09-09 08:47:03,1,40.27,0.0,
535,9043,305044,7228,107,2,2025-04-30 12:49:54,1,37.16,0.0,
536,9063,305054,4289,440,4,2023-04-25 13:27:49,1,22.28,0.0,
537,9071,305059,9336,510,5,2025-09-13 23:08:47,1,22.25,0.0,
538,9081,305065,9085,530,4,2023-02-27 21:46:24,2,13.46,0.0,
539,9084,305067,4288,296,4,2023-03-31 22:49:12,1,7.01,0.0,
540,9112,305083,1021,477,1,2023-09-27 16:10:56,1,30.49,0.0,
541,9120,305086,6205,515,1,2024-01-03 05:44:17,1,28.67,0.0,
542,9127,305089,640,86,1,2024-05-26 12:56:16,1,35.75,0.0,
543,9136,305094,6723,573,4,2025-09-08 07:25:24,1,8.6,0.0,
544,9148,305102,7728,44,5,2024-11-11 01:03:29,1,72.79,0.0,
545,9152,305105,1049,110,2,2023-11-09 13:13:09,1,24.95,0.0,
546,9177,305119,570,312,1,2024-03-23 08:23:29,1,23.12,0.0,
547,9183,305122,4528,398,2,2023-09-02 01:01:23,1,43.44,0.0,
548,9222,305138,763,276,4,2025-02-28 23:25:42,1,10.03,0.0,
549,9246,305153,94,553,1,2025-01-16 08:14:45,1,14.55,0.0,
550,9296,305179,3600,526,3,2023-09-14 09:37:23,1,31.77,0.0,
551,9338,305203,3496,522,4,2025-02-07 03:27:59,1,13.829999999999998,1.54,
552,9340,305205,6401,181,5,2024-03-02 15:48:14,1,21.63,0.0,
553,9352,305212,7401,601,2,2024-09-30 22:28:59,1,22.75,0.0,
554,9354,305214,9195,98,1,2023-07-19 01:47:15,1,65.45,0.0,
555,9363,305219,9058,683,3,2025-06-03 11:01:35,1,6.71,0.0,8.0
556,9383,305231,1320,479,6,2023-09-14 21:16:11,1,27.78,0.0,
557,9411,305247,4796,544,5,2025-02-22 23:31:16,1,14.42,0.0,
558,9437,305259,7247,644,5,2024-05-24 14:53:38,1,64.82,0.0,
559,9465,305272,5573,208,5,2024-04-21 21:41:21,1,12.15,0.0,
560,9467,305273,9203,76,5,2024-08-25 23:57:08,2,183.34,0.0,
561,9549,305312,5245,435,4,2023-01-09 15:54:29,1,33.95,0.0,
562,9579,305329,2604,168,5,2024-12-20 07:09:51,1,17.64,0.0,
563,9583,305330,3829,348,1,2024-12-30 13:44:26,1,12.76,0.0,
564,9599,305342,9062,624,4,2023-03-04 19:32:21,1,12.12,0.0,
565,9632,305362,5250,279,4,2024-02-19 23:31:35,1,20.56,0.0,
566,9642,305368,6926,52,4,2024-09-19 15:04:26,1,58.14,0.0,
567,9680,305383,7950,89,2,2023-02-16 12:39:44,1,32.96,0.0,
568,9683,305383,7950,341,4,2023-03-03 12:39:44,1,6.4,0.0,
569,9700,305392,3396,197,6,2024-07-16 12:55:48,1,8.25,0.0,8.0
570,9710,305400,9002,226,6,2025-03-29 01:03:25,1,12.370000000000001,1.37,
571,9712,305401,8160,241,5,2023-11-18 21:17:48,1,12.72,0.0,8.0
572,9713,305402,2244,297,6,2024-04-07 03:04:14,1,31.27,0.0,1.0
573,9719,305405,7874,13,4,2024-07-03 21:06:25,1,33.58,0.0,
574,9735,305417,3576,479,5,2023-02-11 04:01:02,1,29.49,0.0,
575,9743,305421,4729,274,2,2024-04-26 21:30:54,1,7.03,0.0,
576,9745,305423,6182,526,1,2024-05-07 13:02:22,1,31.72,0.0,
577,9750,305426,857,245,1,2023-06-21 16:56:10,1,24.02,0.0,
578,9796,305453,5629,617,3,2023-10-26 06:17:35,1,8.62,0.0,
579,9816,305464,6211,240,3,2024-01-10 14:14:24,1,21.38,0.0,
580,9828,305472,5489,358,1,2023-03-23 18:03:33,1,5.9,0.0,
581,9837,305476,19,585,1,2025-07-24 23:04:46,1,18.18,0.0,
582,9853,305486,3621,325,5,2023-01-22 11:15:45,1,18.23,0.0,
583,9864,305491,9008,345,3,2023-02-17 21:25:35,1,19.0,0.0,
584,9893,305508,3361,637,1,2023-10-20 08:13:01,1,53.38,0.0,
585,9894,305509,5396,171,5,2024-05-13 15:57:37,1,15.75,0.0,
586,9898,305510,4511,548,1,2024-10-29 07:29:42,1,8.73,0.0,
587,9917,305520,90,322,4,2025-10-09 02:49:08,1,18.96,0.0,
588,9931,305527,1130,130,4,2025-06-27 02:42:47,1,28.16,0.0,
589,9997,305569,8032,43,2,2024-06-12 06:43:28,1,31.58,0.0,
590,10015,305580,4730,386,1,2025-03-16 09:23:09,1,24.47,0.0,
591,10027,305586,4841,425,3,2023-03-04 17:25:35,1,32.62,0.0,
592,10031,305590,5630,517,1,2025-04-24 15:31:39,1,12.46,0.0,2.0
593,10053,305602,5075,57,3,2023-08-19 23:48:12,1,91.25,0.0,
594,10080,305616,7437,457,4,2023-02-24 06:53:34,1,11.82,0.0,
595,10083,305617,2471,123,2,2024-09-09 09:18:29,1,22.31,0.0,
596,10084,305617,2471,105,4,2024-09-26 09:18:29,1,47.23,0.0,
597,10086,305618,6822,551,1,2025-03-19 09:49:47,1,21.7,0.0,
598,10097,305624,2267,151,3,2023-02-09 08:34:29,1,44.82,0.0,
599,10108,305628,5392,321,5,2024-11-16 02:48:39,1,5.65,0.0,
600,10115,305631,4595,566,2,2023-07-13 04:52:22,1,21.64,0.0,
601,10136,305644,5431,6,5,2025-06-12 06:30:29,1,87.58,0.0,
602,10170,305662,3457,671,1,2024-05-24 14:27:53,1,30.24,0.0,
603,10174,305664,7656,555,4,2024-07-21 13:00:43,1,24.69,0.0,
604,10179,305666,7398,212,2,2024-02-04 18:00:36,1,6.39,0.0,
605,10180,305667,5511,204,1,2025-03-07 08:15:00,1,9.77,1.09,
606,10200,305680,846,706,1,2023-06-20 13:08:11,1,32.04,0.0,
607,10239,305701,2265,328,5,2025-04-27 21:19:54,1,20.26,0.0,
608,10240,305701,2265,16,5,2025-04-25 21:19:54,1,30.64,0.0,
609,10265,305716,2214,290,2,2025-01-17 18:48:27,1,28.09,0.0,
610,10280,305725,2439,416,2,2023-04-02 13:15:14,1,9.17,0.0,
611,10282,305727,7177,234,6,2024-08-02 05:46:33,1,22.26,0.0,
612,10328,305754,1186,308,2,2024-07-28 13:26:04,1,15.26,0.0,
613,10332,305758,6676,39,1,2025-04-19 04:41:09,1,39.52,0.0,
614,10348,305767,2593,245,4,2023-12-10 19:14:26,1,22.93,0.0,
615,10357,305770,8159,416,1,2025-10-06 14:16:07,1,8.98,0.0,
616,10360,305772,7378,415,1,2024-05-29 22:08:34,1,17.69,0.0,
617,10386,305785,5349,186,2,2023-05-14 11:01:18,1,14.69,0.0,
618,10401,305794,9107,163,4,2024-09-26 02:17:40,1,16.64,0.0,
619,10405,305795,6493,714,2,2024-10-06 18:05:53,1,39.24,0.0,
620,10412,305798,5446,122,5,2025-04-29 01:56:03,1,75.5,0.0,
621,10413,305799,5553,470,5,2025-04-18 23:00:51,1,20.95,0.0,
622,10423,305805,1953,474,4,2024-04-03 02:35:53,1,42.4,0.0,
623,10430,305807,4635,504,3,2024-04-10 17:12:54,1,20.15,0.0,
624,10458,305819,6944,249,6,2024-03-05 22:33:02,1,16.32,0.0,
625,10471,305826,2715,369,3,2024-03-20 09:24:07,1,4.9,0.0,2.0
626,10495,305842,5434,458,2,2024-06-03 21:34:14,1,14.75,0.0,
627,10501,305845,5615,503,5,2024-03-22 06:48:41,1,17.79,0.0,
628,10513,305852,1103,349,4,2025-07-22 21:48:25,1,14.26,1.58,
629,10546,305871,6973,672,2,2023-10-14 20:12:29,1,63.43,0.0,
630,10600,305902,8988,574,1,2024-04-21 23:38:08,1,7.36,0.0,
631,10608,305908,1977,614,4,2025-09-02 09:16:40,1,14.44,0.0,
632,10638,305922,4705,427,5,2024-04-01 17:09:02,1,17.32,0.0,
633,10646,305925,9133,430,3,2025-05-01 17:10:40,1,35.34,0.0,
634,10656,305931,7788,83,6,2025-09-19 13:45:30,1,53.64,0.0,
635,10669,305938,2979,719,1,2024-06-27 10:35:12,1,35.0,0.0,
636,10725,305971,1460,16,2,2023-03-21 13:19:56,1,29.92,0.0,
637,10726,305971,1460,311,3,2023-03-07 13:19:56,1,11.99,0.0,
638,10736,305975,4529,345,5,2024-07-03 18:53:18,1,15.5,0.0,2.0
639,10739,305977,6244,279,5,2024-01-05 08:27:01,1,18.8,0.0,
640,10744,305980,1875,138,1,2025-06-27 21:30:48,1,24.42,0.0,
641,10750,305982,3661,325,2,2025-07-13 12:32:45,1,19.02,0.0,
642,10751,305983,1559,528,1,2025-07-02 17:26:16,1,25.12,0.0,
643,10753,305983,1559,576,4,2025-07-17 17:26:16,1,5.82,0.0,
644,10770,305994,6821,195,4,2023-06-17 19:21:38,1,12.12,0.0,3.0
645,10811,306016,5762,433,3,2023-04-09 08:17:36,1,7.07,0.79,
646,10817,306020,3599,613,3,2024-07-19 18:24:50,1,19.98,0.0,
647,10862,306044,1486,571,5,2025-02-15 15:55:36,1,25.67,0.0,
648,10868,306047,1924,42,4,2023-04-26 07:42:03,1,27.44,0.0,
649,10877,306051,8,564,5,2025-02-04 01:51:47,1,14.97,0.0,5.0
650,10908,306068,3059,649,1,2023-05-19 09:13:58,1,22.04,0.0,
651,10920,306075,4124,407,5,2025-04-23 02:34:28,1,29.0,0.0,
652,10940,306087,76,696,4,2023-04-29 16:10:23,1,31.59,0.0,
653,10941,306088,7336,365,5,2023-11-09 00:47:41,1,13.48,0.0,
654,10946,306090,1237,216,3,2024-01-24 20:36:33,1,18.21,0.0,
655,10968,306100,2567,560,4,2025-09-12 18:05:23,1,12.7,0.0,
656,10995,306117,9019,417,4,2025-01-07 06:10:58,1,30.69,0.0,
657,11000,306121,746,284,5,2023-06-12 23:01:37,1,26.38,0.0,
658,11002,306122,3519,239,1,2023-02-02 05:07:00,1,17.99,0.0,
659,11027,306137,2719,477,2,2024-07-20 02:40:54,1,30.46,0.0,
660,11033,306139,9417,213,5,2023-09-12 11:07:34,1,12.84,0.0,
661,11079,306168,8182,18,5,2024-05-20 09:32:22,1,47.89,0.0,
662,11081,306169,529,480,4,2025-09-03 05:53:30,1,36.59,0.0,
663,11089,306173,8330,220,1,2023-01-29 17:55:38,1,12.13,0.0,
664,11096,306176,6580,400,1,2025-07-28 18:05:10,1,24.98,0.0,
665,11104,306179,7340,292,2,2023-12-26 10:53:36,1,6.98,0.0,
666,11130,306193,8665,87,4,2023-06-29 20:33:14,1,30.47,0.0,
667,11134,306195,9165,412,6,2023-01-08 11:11:43,1,11.08,0.0,
668,11177,306217,707,54,6,2023-11-23 12:10:38,1,44.16,0.0,
669,11196,306228,4618,171,2,2024-09-11 19:42:55,1,16.94,0.0,
670,11211,306239,3511,23,3,2024-01-10 16:16:06,1,72.12,0.0,
671,11224,306245,3685,163,3,2025-06-06 16:09:33,1,16.6,0.0,
672,11226,306246,5959,620,4,2025-04-25 18:16:33,1,33.57,0.0,
673,11239,306253,204,217,1,2024-02-20 20:37:16,1,22.87,0.0,
674,11244,306255,5193,134,4,2023-03-17 21:25:44,1,27.66,3.07,
675,11255,306263,1692,455,5,2025-02-02 01:35:00,1,35.11,3.9,
676,11258,306264,655,286,1,2023-07-22 03:50:38,1,8.66,0.0,
677,11267,306268,6208,698,1,2023-12-16 17:53:42,1,54.75,0.0,
678,11284,306277,2642,114,5,2024-09-17 09:00:22,1,60.99,0.0,
679,11304,306285,8337,232,3,2023-10-18 05:33:31,1,18.32,0.0,
680,11322,306295,3986,458,4,2025-08-01 00:22:53,1,15.44,0.0,
681,11333,306303,8501,705,3,2025-05-21 05:05:20,1,28.34,0.0,
682,11343,306309,8385,153,1,2025-04-10 00:46:15,1,13.6,0.0,
683,11356,306314,785,317,2,2024-05-18 19:40:44,1,9.13,0.0,
684,11386,306328,1493,32,1,2023-11-01 18:35:39,1,49.94,0.0,
685,11422,306349,4007,529,5,2023-07-05 07:26:40,1,13.86,0.0,
686,11437,306357,4319,184,4,2024-11-20 04:12:54,1,28.92,0.0,
687,11441,306359,1885,214,5,2025-04-29 20:51:35,1,17.09,0.0,
688,11453,306365,7033,442,5,2024-05-06 09:04:27,1,12.17,0.0,
689,11490,306381,8640,114,2,2025-05-12 18:24:23,1,66.05,0.0,
690,11491,306382,4745,621,4,2024-05-06 13:02:56,1,24.19,0.0,
691,11507,306391,4264,600,5,2023-10-23 22:29:59,1,52.49,0.0,
692,11519,306397,7057,361,1,2025-01-30 18:38:52,1,14.68,0.0,
693,11564,306423,3576,29,4,2023-08-05 06:22:04,1,52.96,0.0,
694,11599,306441,9223,380,1,2024-08-17 10:16:31,1,25.4,0.0,
695,11620,306451,6290,704,3,2023-10-01 16:47:42,1,14.22,0.0,
696,11624,306455,9393,2,1,2024-11-26 17:09:52,1,66.85,0.0,
697,11630,306457,9084,625,5,2024-07-08 15:57:32,1,10.57,0.0,
698,11642,306461,3353,672,4,2023-09-07 11:07:13,1,64.68,0.0,
699,11652,306464,1412,245,4,2024-07-06 11:47:55,1,25.06,0.0,
700,11672,306476,8863,702,5,2024-02-22 05:10:24,1,14.05,0.0,
701,11684,306484,5600,44,1,2023-07-28 19:51:09,1,76.78,0.0,
702,11696,306490,7913,23,1,2024-07-04 10:29:33,1,74.03,0.0,
703,11702,306492,1990,387,1,2024-03-02 16:44:12,1,9.82,0.0,
704,11706,306494,6730,339,1,2025-09-01 19:40:22,1,6.4,0.0,
705,11791,306546,2809,327,2,2024-01-22 02:22:33,1,10.01,0.0,
706,11814,306560,9188,273,1,2024-04-19 16:39:56,1,16.34,0.0,
707,11823,306565,6633,473,1,2024-10-18 12:44:09,1,8.05,0.0,
708,11829,306570,1081,149,3,2023-11-10 22:12:07,1,23.79,0.0,
709,11845,306578,5630,541,5,2023-02-04 14:12:02,1,10.8,0.0,
710,11879,306595,4823,546,1,2023-10-27 14:27:08,1,7.22,0.0,
711,11953,306640,1601,629,2,2024-02-16 04:02:05,1,9.29,0.0,8.0
